Time_Index,Price_mmbtu_global,Price_mmbtu_z1,Price_mmbtu_z2,Price_mmbtu_z3,Price_mmbtu_z4,Price_mmbtu_z5,Price_mmbtu_z6,Price_mmbtu_z7,Price_mmbtu_z8,Price_mmbtu_z9
52,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
53,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
54,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
55,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
56,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
57,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
58,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
59,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
60,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
61,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
62,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
63,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
64,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
65,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
66,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
67,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
69,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
70,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
71,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
72,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
73,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
74,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
75,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
76,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
77,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
78,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
79,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
80,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
81,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
82,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
83,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
84,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
85,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
86,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
87,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
88,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
89,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
90,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
91,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
92,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
93,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
94,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
95,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
96,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
97,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
98,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
99,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
100,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
101,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
102,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
103,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
104,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
105,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
106,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
107,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
108,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
109,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
110,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
111,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
112,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
113,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
114,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
115,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
116,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
117,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
118,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
119,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
120,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
121,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
122,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
123,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
124,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
125,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
126,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
127,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
128,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
129,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
130,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
131,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
132,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
133,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
134,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
135,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
136,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
137,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
138,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
139,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
140,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
141,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
142,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
143,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
144,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
145,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
146,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
147,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
148,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
149,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
150,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
151,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
152,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
153,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
154,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
155,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
156,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
157,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
158,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
159,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
160,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
161,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
162,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
163,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
164,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
165,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
166,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
167,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
168,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
169,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
170,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
171,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
172,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
173,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
174,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
175,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
176,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
177,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
178,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
179,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
180,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
181,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
182,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
183,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
184,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
185,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
186,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
187,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
188,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
189,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
190,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
191,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
192,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
193,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
194,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
195,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
196,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
197,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
198,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
199,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
200,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
201,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
202,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
203,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
204,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
205,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
206,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
207,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
208,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
209,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
210,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
211,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
212,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
213,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
214,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
215,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
216,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
217,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
218,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
219,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
220,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
221,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
222,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
223,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
224,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
225,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
226,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
227,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
228,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
229,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
230,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
231,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
232,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
233,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
234,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
235,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
236,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
237,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
238,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
239,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
240,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
241,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
242,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
243,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
244,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
245,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
246,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
247,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
248,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
249,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
250,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
251,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
252,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
253,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
254,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
255,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
256,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
257,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
258,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
259,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
260,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
261,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
262,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
263,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
264,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
265,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
266,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
267,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
268,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
269,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
270,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
271,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
272,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
273,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
274,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
275,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
276,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
277,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
278,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
279,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
280,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
281,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
282,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
283,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
284,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
285,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
286,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
287,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
288,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
289,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
290,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
291,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
292,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
293,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
294,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
295,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
296,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
297,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
298,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
299,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
300,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
301,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
302,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
303,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
304,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
305,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
306,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
307,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
308,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
309,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
310,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
311,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
312,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
313,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
314,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
315,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
316,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
317,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
318,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
319,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
320,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
321,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
322,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
323,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
324,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
325,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
326,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
327,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
