Time_Index,Price_mmbtu_global,Price_mmbtu_z1,Price_mmbtu_z2,Price_mmbtu_z3,Price_mmbtu_z4,Price_mmbtu_z5,Price_mmbtu_z6,Price_mmbtu_z7,Price_mmbtu_z8,Price_mmbtu_z9
1996,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
1997,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
1998,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
1999,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2000,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2001,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2002,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2003,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2004,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2005,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2006,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2007,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2008,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2009,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2010,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2011,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2012,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2013,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2014,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2015,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2016,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2017,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2018,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2019,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2020,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2021,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2022,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2023,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2024,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2025,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2026,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2027,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2028,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2029,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2030,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2031,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2032,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2033,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2034,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2035,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2036,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2037,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2038,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2039,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2040,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2041,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2042,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2043,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2044,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2045,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2046,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2047,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2048,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2049,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2050,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2051,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2052,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2053,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2054,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2055,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2056,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2057,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2058,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2059,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2060,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2061,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2062,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2063,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2064,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2065,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2066,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2067,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2068,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2069,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2070,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2071,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2072,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2073,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2074,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2075,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2076,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2077,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2078,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2079,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2080,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2081,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2082,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2083,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2084,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2085,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2086,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2087,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2088,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2089,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2090,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2091,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2092,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2093,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2094,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2095,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2096,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2097,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2098,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2099,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2100,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2101,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2102,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2103,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2104,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2105,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2106,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2107,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2108,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2109,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2110,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2111,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2112,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2113,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2114,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2115,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2116,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2117,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2118,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2119,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2120,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2121,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2122,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2123,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2124,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2125,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2126,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2127,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2128,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2129,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2130,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2131,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2132,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2133,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2134,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2135,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2136,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2137,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2138,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2139,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2140,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2141,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2142,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2143,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2144,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2145,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2146,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2147,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2148,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2149,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2150,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2151,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2152,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2153,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2154,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2155,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2156,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2157,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2158,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2159,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2160,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2161,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2162,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2163,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2164,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2165,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2166,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2167,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2168,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2169,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2170,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2171,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2172,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2173,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2174,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2175,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2176,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2177,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2178,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2179,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2180,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2181,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2182,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2183,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2184,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2185,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2186,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2187,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2188,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2189,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2190,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2191,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2192,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2193,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2194,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2195,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2196,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2197,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2198,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2199,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2200,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2201,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2202,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2203,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2204,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2205,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2206,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2207,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2208,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2209,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2210,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2211,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2212,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2213,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2214,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2215,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2216,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2217,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2218,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2219,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2220,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2221,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2222,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2223,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2224,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2225,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2226,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2227,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2228,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2229,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2230,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2231,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2232,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2233,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2234,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2235,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2236,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2237,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2238,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2239,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2240,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2241,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2242,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2243,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2244,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2245,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2246,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2247,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2248,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2249,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2250,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2251,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2252,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2253,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2254,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2255,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2256,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2257,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2258,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2259,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2260,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2261,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2262,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2263,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2264,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2265,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2266,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2267,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2268,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2269,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2270,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2271,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2272,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2273,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2274,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2275,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2276,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2277,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2278,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2279,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2280,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2281,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2282,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2283,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2284,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2285,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2286,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2287,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2288,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2289,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2290,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2291,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2292,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2293,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2294,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2295,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2296,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2297,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2298,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2299,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2300,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2301,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2302,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2303,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2304,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2305,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2306,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2307,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2308,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2309,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2310,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2311,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2312,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2313,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2314,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2315,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2316,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
2317,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68,20.68
